index,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,category,TasterName,TastingDate,Country,Price,QuantitySold,ProduceDate,Sequence Tasting
1329,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6,red,Frank,9/30/2022,Spain,97.19,28,5/19/2010,237
1334,7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10,5,red,Frank,7/11/2020,France,54.32,87,2/6/2006,238
1340,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6,red,Frank,7/20/2022,Australia,15.23,100,12/15/2008,239
1351,7.2,0.62,0.01,2.3,0.065,8,46,0.99332,3.32,0.51,11.8,6,red,Frank,7/23/2021,Australia,24.47,2,12/18/2010,240
1353,7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5,red,Frank,3/25/2020,Italy,28.2,55,9/24/2000,241
1357,7.3,0.43,0.24,2.5,0.078,27,67,0.99648,3.6,0.59,11.1,6,red,Frank,11/22/2022,Italy,96.13,34,2/5/2014,242
1367,6.9,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5,6,red,Frank,1/10/2022,Italy,55.04,20,8/17/2006,243
1372,8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5,red,Frank,1/10/2022,Argentina,67.16,5,4/23/2009,244
1380,7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6,red,Frank,5/21/2020,Argentina,73.11,66,11/29/2001,245
1386,7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,5,red,Frank,11/2/2020,USA,28.17,4,3/18/2008,246
1387,7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,5,red,Frank,2/2/2022,Italy,86.81,39,4/9/2012,247
1393,8,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2,5,red,Frank,5/28/2022,Italy,81.76,62,8/6/2014,248
1402,7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9,6,red,Frank,4/1/2021,Australia,67.85,67,3/3/2001,249
1410,6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,6,red,Frank,2/24/2021,Australia,62.66,51,10/3/2009,250
1412,8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6,red,Frank,10/24/2020,France,74.35,58,8/27/2005,251
1414,10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,5,red,Frank,3/29/2020,Spain,83.63,89,6/16/2017,252
1421,7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4,5,red,Frank,8/17/2021,Argentina,19.67,34,10/19/2012,253
1422,7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,6,red,Frank,12/18/2021,Italy,31.67,62,8/29/2013,254
1424,8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6,red,Frank,9/9/2021,Australia,77.31,51,1/6/2012,255
1427,7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2,5,red,Frank,11/9/2020,Argentina,14.41,80,12/1/2001,256
1428,7.8,0.64,0,1.9,0.072,27,55,0.9962,3.31,0.63,11,5,red,Frank,6/28/2021,USA,59.73,27,5/16/2005,257
1430,7.4,0.41,0.24,1.8,0.066,18,47,0.9956,3.37,0.62,10.4,5,red,Frank,4/28/2022,France,33.55,23,11/3/2002,258
1440,7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,7,red,Frank,11/27/2021,USA,71.06,81,5/23/2018,259
1463,6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8,6,red,Frank,10/29/2021,Argentina,38.85,99,3/27/2015,260
1472,7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1,6,red,Frank,2/7/2021,Argentina,54.61,6,11/27/2018,261
1474,9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,5,red,Frank,4/2/2020,USA,47.86,74,6/16/2017,262
1477,5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,7,red,Frank,3/5/2022,Spain,78.27,93,12/4/2009,263
1478,7.1,0.875,0.05,5.7,0.082,3,14,0.99808,3.4,0.52,10.2,3,red,Frank,12/29/2020,Argentina,37.89,80,8/28/2000,264
1479,8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5,red,Frank,12/22/2020,Argentina,91.68,2,11/29/2013,265
1490,7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,6,red,Frank,1/6/2021,France,32.87,76,7/1/2017,266
1496,7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5,red,Frank,8/24/2022,France,64.33,34,2/5/2002,267
1497,6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6,red,Frank,11/6/2022,Australia,76.83,25,2/1/2001,268
1504,7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6,red,Frank,12/8/2022,USA,31.76,48,10/25/2011,269
1506,6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,6,red,Frank,7/6/2022,Australia,71.26,58,4/24/2001,270
1518,7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5,5,red,Frank,12/1/2020,USA,90.88,89,7/11/2013,271
1522,6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,5,red,Frank,10/9/2022,Australia,13.73,71,5/29/2010,272
1528,7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,6,red,Frank,12/30/2022,Australia,25.31,9,10/29/2014,273
1532,7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,6,red,Frank,3/12/2020,Italy,47.05,50,2/8/2011,274
1535,7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,6,red,Frank,7/15/2021,Spain,47.81,20,11/4/2002,275
1537,5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2,6,red,Frank,10/6/2022,USA,85.94,72,8/20/2000,276
1542,6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,6,red,Frank,11/30/2022,USA,26.71,97,1/17/2005,277
1544,8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,7,red,Frank,5/16/2020,USA,97.25,80,6/16/2005,278
1547,6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1,5,red,Frank,8/14/2020,Argentina,87.56,5,7/1/2015,279
1550,7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,5,red,Frank,6/16/2020,Italy,28.41,55,3/23/2016,280
1554,6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6,red,Frank,3/15/2022,France,53.21,12,7/20/2012,281
1567,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,red,Frank,5/8/2022,Australia,36.52,11,9/12/2001,282
1576,8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8,6,red,Frank,11/27/2020,France,16.61,31,12/5/2001,283
1592,6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,6,red,Frank,2/8/2020,Australia,11.01,71,9/16/2000,284
1600,6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,6,white,Frank,9/5/2022,Italy,41.33,4,11/7/2003,285
1607,6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,6,white,Frank,9/13/2021,France,76.34,67,7/14/2018,286
1614,6.6,0.17,0.38,1.5,0.032,28,112,0.9914,3.25,0.55,11.4,7,white,Frank,9/26/2022,Australia,99.13,46,11/25/2006,287
1615,6.3,0.48,0.04,1.1,0.046,30,99,0.9928,3.24,0.36,9.6,6,white,Frank,3/8/2022,Argentina,99.52,96,8/8/2002,288
1625,6.9,0.24,0.35,1,0.052,35,146,0.993,3.45,0.44,10,6,white,Frank,10/15/2021,Argentina,55.16,4,8/29/2002,289
1634,7.3,0.28,0.43,1.7,0.08,21,123,0.9905,3.19,0.42,12.8,5,white,Frank,2/12/2022,Italy,66.11,20,6/8/2005,290
1641,7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6,white,Frank,9/17/2020,USA,17.84,22,10/19/2010,291
1670,6.8,0.3,0.23,4.6,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,5,white,Frank,10/23/2021,USA,57.62,92,3/24/2016,292
1672,8.6,0.23,0.46,1,0.054,9,72,0.9941,2.95,0.49,9.1,6,white,Frank,12/4/2021,Australia,14.03,30,2/16/2010,293
1680,7.1,0.2,0.34,16,0.05,51,166,0.9985,3.21,0.6,9.2,6,white,Frank,12/4/2022,USA,16.06,79,11/6/2004,294
1684,7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,6,white,Frank,1/2/2022,Italy,86.93,94,8/23/2000,295
1693,7.5,0.17,0.32,1.7,0.04,51,148,0.9916,3.21,0.44,11.5,7,white,Frank,12/30/2021,Spain,32.73,79,7/4/2008,296
1694,7.1,0.26,0.29,12.4,0.044,62,240,0.9969,3.04,0.42,9.2,6,white,Frank,10/14/2021,Argentina,37.49,99,11/14/2011,297
1695,6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,6,white,Frank,8/27/2021,Australia,95.24,42,11/26/2008,298
1702,7.5,0.305,0.4,18.9,0.059,44,170,1,2.99,0.46,9,5,white,Frank,7/10/2021,Argentina,58.17,31,5/19/2002,299
1712,6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1,5,white,Frank,10/24/2022,Spain,11.49,52,2/1/2013,300
1715,6,0.31,0.24,3.3,0.041,25,143,0.9914,3.31,0.44,11.3,6,white,Frank,3/4/2020,Italy,82.9,80,6/4/2000,301
1721,7.4,0.16,0.31,6.85,0.059,31,131,0.9952,3.29,0.34,9.7,5,white,Frank,12/16/2022,Argentina,83.39,18,8/8/2018,302
1724,6.7,0.19,0.36,1.1,0.026,63,143,0.9912,3.27,0.48,11,6,white,Frank,12/10/2021,Spain,66.82,74,11/15/2003,303
1725,7.4,0.39,0.23,7,0.033,29,126,0.994,3.14,0.42,10.5,5,white,Frank,2/3/2022,Spain,12.34,48,4/15/2008,304
1729,5.7,0.26,0.25,10.4,0.02,7,57,0.994,3.39,0.37,10.6,5,white,Frank,11/1/2021,Australia,32.15,25,2/27/2011,305
1732,6.6,0.24,0.27,15.8,0.035,46,188,0.9982,3.24,0.51,9.2,5,white,Frank,6/1/2020,USA,71.98,20,4/5/2015,306
1739,6.3,0.31,0.34,2.2,0.045,20,77,0.9927,3.3,0.43,10.2,5,white,Frank,3/9/2022,Spain,19.42,27,9/14/2002,307
1744,6.3,0.255,0.37,1.1,0.04,37,114,0.9905,3,0.39,10.9,6,white,Frank,8/24/2021,USA,39.49,90,9/21/2009,308
1747,6.3,0.34,0.33,4.6,0.034,19,80,0.9917,3.38,0.58,12,7,white,Frank,4/28/2022,Italy,73.1,47,1/23/2016,309
1751,6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,6,white,Frank,12/31/2022,USA,53.61,64,10/31/2001,310
1752,7.2,0.18,0.41,1.2,0.048,41,97,0.9919,3.14,0.45,10.4,5,white,Frank,5/30/2020,France,45.62,68,11/11/2007,311
1754,7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6,white,Frank,9/19/2020,USA,42.2,75,7/7/2005,312
1768,9.8,0.42,0.48,9.85,0.034,5,110,0.9958,2.87,0.29,10,5,white,Frank,1/24/2020,Spain,85.75,24,1/4/2002,313
1770,7.9,0.19,0.45,1.5,0.045,17,96,0.9917,3.13,0.39,11,6,white,Frank,10/10/2022,Australia,90.95,67,9/1/2007,314
1773,7.5,0.27,0.31,17.7,0.051,33,173,0.999,3.09,0.64,10.2,5,white,Frank,5/20/2021,Australia,78.26,34,6/4/2001,315
1780,7.1,0.34,0.15,1.2,0.053,61,183,0.9936,3.09,0.43,9.2,5,white,Frank,6/10/2022,France,16.46,45,8/5/2011,316
1786,5.9,0.3,0.23,4.2,0.038,42,119,0.9924,3.15,0.5,11,5,white,Frank,6/2/2022,France,34.47,73,12/4/2015,317
1789,6.6,0.28,0.28,8.5,0.052,55,211,0.9962,3.09,0.55,8.9,6,white,Frank,4/16/2022,France,10.18,87,3/18/2015,318
1791,6.8,0.28,0.36,8,0.045,28,123,0.9928,3.02,0.37,11.4,6,white,Frank,10/21/2022,USA,93.95,55,7/2/2016,319
1793,6.4,0.29,0.44,3.6,0.2,75,181,0.9942,3.02,0.41,9.1,5,white,Frank,7/29/2021,Italy,72.31,38,6/8/2015,320
1796,6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,5,white,Frank,1/3/2020,France,93.89,70,3/26/2017,321
1797,7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,5,white,Frank,2/19/2020,Spain,93.23,68,7/3/2004,322
1807,6.8,0.57,0.29,2.2,0.04,15,77,0.9938,3.32,0.74,10.2,5,white,Frank,3/20/2021,USA,88.12,52,8/14/2012,323
1808,6.1,0.4,0.31,0.9,0.048,23,170,0.993,3.22,0.77,9.5,6,white,Frank,5/30/2021,Argentina,88.01,75,6/20/2008,324
1809,5.6,0.245,0.25,9.7,0.032,12,68,0.994,3.31,0.34,10.5,5,white,Frank,8/30/2021,Italy,19.34,50,3/19/2002,325
1810,6.8,0.18,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2,7,white,Frank,8/8/2022,Italy,51.69,30,7/31/2018,326
1812,6.7,0.13,0.29,5.3,0.051,31,122,0.9944,3.44,0.37,9.7,6,white,Frank,9/21/2020,USA,72.41,99,11/23/2000,327
1819,7.5,0.27,0.36,7,0.036,45,164,0.9939,3.03,0.33,11,5,white,Frank,8/16/2021,Australia,87.12,4,5/25/2016,328
1821,6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,7,white,Frank,10/26/2020,Spain,54.6,99,9/12/2003,329
1822,6.5,0.19,0.3,0.8,0.043,33,144,0.9936,3.42,0.39,9.1,6,white,Frank,1/4/2020,Australia,85.69,51,4/5/2015,330
1843,6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,5,white,Frank,6/30/2020,Italy,65.75,62,11/5/2002,331
1849,5.9,0.21,0.28,4.6,0.053,40,199,0.9964,3.72,0.7,10,4,white,Frank,2/13/2020,USA,26.78,90,11/5/2016,332
1854,6.7,0.26,0.39,1.1,0.04,45,147,0.9935,3.32,0.58,9.6,8,white,Frank,7/3/2021,Italy,60.24,73,9/8/2012,333
1858,5.8,0.36,0.38,0.9,0.037,3,75,0.9904,3.28,0.34,11.4,4,white,Frank,9/10/2021,Italy,24.29,82,3/15/2016,334
1863,6.2,0.24,0.35,1.2,0.038,22,167,0.9912,3.1,0.48,10.6,6,white,Frank,8/1/2021,Argentina,71.99,96,1/8/2014,335
1868,5.4,0.59,0.07,7,0.045,36,147,0.9944,3.34,0.57,9.7,6,white,Frank,10/15/2022,Italy,33.21,41,5/8/2017,336
1876,7.7,0.26,0.4,1.1,0.042,9,60,0.9915,2.89,0.5,10.6,5,white,Frank,1/20/2022,Spain,81.23,67,2/9/2006,337
1881,6.8,0.44,0.37,5.1,0.047,46,201,0.9938,3.08,0.65,10.5,4,white,Frank,4/11/2021,Spain,28.35,33,3/12/2005,338
1899,6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6,white,Frank,7/14/2020,USA,85.45,24,5/2/2000,339
1908,6.2,0.31,0.26,4.8,0.037,36,148,0.9928,3.21,0.41,10.4,6,white,Frank,10/27/2020,Australia,62.56,14,5/6/2006,340
1914,6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,6,white,Frank,7/19/2021,Spain,18.15,79,6/11/2002,341
1926,6.4,0.34,0.23,6.3,0.039,37,143,0.9944,3.19,0.65,10,6,white,Frank,12/12/2022,France,66.26,69,12/31/2000,342
1933,5.6,0.26,0.26,5.7,0.031,12,80,0.9923,3.25,0.38,10.8,5,white,Frank,3/18/2022,Italy,52.5,89,4/15/2009,343
1934,6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6,white,Frank,5/23/2021,France,75.81,95,9/26/2008,344
1943,5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10,6,white,Frank,12/12/2022,USA,72.4,70,5/15/2005,345
1945,5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,7,white,Frank,9/9/2020,USA,37.27,31,8/18/2006,346
1952,7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,white,Frank,4/4/2020,Spain,33.06,70,2/4/2001,347
1956,6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,6,white,Frank,10/18/2021,Spain,44.69,59,8/10/2001,348
1961,6.8,0.15,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,6,white,Frank,6/27/2022,Italy,12.17,72,6/7/2001,349
1970,7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6,white,Frank,3/28/2021,Spain,76.7,97,8/7/2007,350
1978,6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7,white,Frank,1/31/2022,France,62.67,44,11/5/2001,351
1980,7.2,0.28,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9,6,white,Frank,3/16/2020,Italy,15.12,97,10/7/2008,352
1982,7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6,white,Frank,5/9/2021,France,88.16,78,11/2/2000,353
1986,6.3,0.39,0.35,5.9,0.04,82.5,260,0.9941,3.12,0.66,10.1,5,white,Frank,10/23/2020,Australia,68.53,25,5/29/2000,354
1996,6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6,white,Frank,2/21/2022,Australia,76.78,21,8/1/2009,355
2005,5.8,0.28,0.34,4,0.031,40,99,0.9896,3.39,0.39,12.8,7,white,Frank,11/20/2022,Spain,23.11,6,11/30/2009,356
2007,6.3,0.14,0.39,1.2,0.044,26,116,0.992,3.26,0.53,10.3,6,white,Frank,4/2/2022,USA,59.11,60,2/12/2011,357
2015,7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6,white,Frank,11/2/2021,Italy,97.02,51,3/24/2014,358
2022,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,white,Frank,8/8/2020,Spain,46.44,64,5/26/2005,359
2023,6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7,white,Frank,6/14/2020,Spain,87.84,98,4/7/2010,360
2036,6.6,0.16,0.32,1.4,0.035,49,186,0.9906,3.35,0.64,12.4,8,white,Frank,9/5/2022,Spain,15.22,25,10/3/2013,361
2037,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,white,Frank,2/10/2021,USA,52.37,60,6/27/2014,362
2046,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,white,Frank,12/27/2022,Australia,88.65,72,12/30/2008,363
2054,6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,white,Frank,1/26/2020,Argentina,89.75,89,8/6/2012,364
2055,6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,7,white,Frank,10/23/2021,Italy,93.72,49,7/26/2002,365
2059,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5,white,Frank,5/5/2022,USA,42.5,78,8/4/2007,366
2062,6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6,white,Frank,8/17/2022,USA,90.54,86,1/20/2017,367
2066,6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6,white,Frank,9/14/2021,Argentina,92.15,5,8/30/2006,368
2073,5.5,0.16,0.22,4.5,0.03,30,102,0.9938,3.24,0.36,9.4,6,white,Frank,3/7/2021,USA,86.56,8,11/27/2003,369
2079,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5,white,Frank,12/15/2021,France,27.23,94,6/2/2014,370
2085,6,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,6,white,Frank,1/20/2022,USA,27.93,19,2/21/2000,371
2086,6.6,0.34,0.28,1.3,0.035,32,90,0.9916,3.1,0.42,10.7,6,white,Frank,5/19/2022,France,85.7,70,1/27/2002,372
2097,5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10,5,white,Frank,5/22/2022,Argentina,89.56,45,4/11/2009,373
2110,7.8,0.34,0.35,1.8,0.042,8,167,0.9908,3.11,0.41,12.1,6,white,Frank,12/31/2022,Spain,74.85,3,4/27/2001,374
2118,7.2,0.34,0.34,12.6,0.048,7,41,0.9942,3.19,0.4,11.7,5,white,Frank,8/19/2022,Argentina,37.23,49,6/24/2017,375
2123,5.6,0.35,0.37,1,0.038,6,72,0.9902,3.37,0.34,11.4,5,white,Frank,4/20/2020,Spain,95.67,42,11/20/2003,376
2124,5.9,0.32,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,6,white,Frank,12/10/2020,Spain,83.75,30,8/7/2006,377
2159,6.7,0.21,0.42,9.1,0.049,31,150,0.9953,3.12,0.74,9.9,7,white,Frank,1/21/2020,Italy,43.16,22,5/29/2000,378
2161,7.7,0.34,0.27,8.8,0.063,39,184,0.9969,3.09,0.63,9.2,6,white,Frank,5/31/2021,USA,34.22,7,7/9/2012,379
2166,6,0.26,0.5,2.2,0.048,59,153,0.9928,3.08,0.61,9.8,5,white,Frank,9/3/2020,Italy,81.12,74,2/15/2008,380
2179,7.4,0.41,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7,5,white,Frank,1/6/2021,USA,88,45,3/1/2013,381
2184,7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6,white,Frank,10/29/2021,Italy,88.05,52,6/22/2004,382
2187,6.9,0.28,0.27,2.1,0.036,42,121,0.9926,3.42,0.49,10.8,7,white,Frank,2/22/2022,Australia,95.54,48,4/14/2013,383
2192,6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,5,white,Frank,11/25/2021,Spain,13.25,23,6/11/2001,384
2193,6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5,white,Frank,7/29/2021,France,42.9,89,12/25/2015,385
2194,6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5,7,white,Frank,12/25/2021,France,94.28,3,1/24/2004,386
2202,6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5,white,Frank,10/9/2021,Australia,74.19,16,6/12/2013,387
2209,6.5,0.36,0.28,3.2,0.037,29,119,0.9908,3.25,0.65,12.4,8,white,Frank,9/21/2020,Argentina,20.61,13,4/7/2018,388
2212,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5,white,Frank,3/2/2021,USA,44.18,46,3/18/2010,389
2214,7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,5,white,Frank,5/2/2020,Italy,90.77,44,12/26/2004,390
2218,7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,6,white,Frank,3/27/2021,Australia,67.83,9,8/15/2000,391
2222,7.2,0.24,0.34,1.1,0.045,3,64,0.9913,3.23,0.51,11.4,5,white,Frank,1/21/2021,USA,32.57,16,3/3/2007,392
2226,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6,white,Frank,11/29/2021,Italy,42.76,28,12/12/2003,393
2227,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6,white,Frank,8/26/2021,France,53.46,92,7/6/2012,394
2232,6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,5,white,Frank,4/9/2022,Argentina,82.56,16,11/22/2013,395
2234,5.9,0.14,0.25,4.5,0.027,34,140,0.9934,3.49,0.51,10.8,6,white,Frank,2/4/2021,Argentina,93.81,52,11/20/2006,396
2235,6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,7,white,Frank,7/4/2021,Italy,56.07,45,2/1/2014,397
2236,7.4,0.28,0.25,11.9,0.053,25,148,0.9976,3.1,0.62,9.2,5,white,Frank,11/28/2022,Spain,27.77,46,9/18/2011,398
2240,6.1,0.28,0.25,12.9,0.054,34,189,0.9979,3.25,0.43,9,4,white,Frank,12/3/2020,USA,65.01,59,2/15/2002,399
2244,6.3,0.26,0.25,7.8,0.058,44,166,0.9961,3.24,0.41,9,5,white,Frank,1/22/2020,France,61.14,77,6/1/2015,400
2247,6,0.32,0.12,5.9,0.041,34,190,0.9944,3.16,0.72,10,5,white,Frank,1/16/2020,Spain,10.01,88,9/8/2002,401
2252,5.9,0.24,0.26,12.3,0.053,34,134,0.9972,3.34,0.45,9.5,6,white,Frank,8/6/2022,Spain,69.64,48,2/11/2009,402
2253,6.5,0.21,0.37,2.5,0.048,70,138,0.9917,3.33,0.75,11.4,7,white,Frank,8/30/2021,USA,25.21,91,9/6/2000,403
2254,7.7,0.27,0.35,5.3,0.03,30,117,0.992,3.11,0.42,12.2,6,white,Frank,3/28/2020,USA,87.32,79,4/4/2006,404
2257,6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,5,white,Frank,11/1/2022,Argentina,46.17,15,7/16/2011,405
2266,7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6,white,Frank,11/1/2022,France,57.13,56,3/29/2009,406
2272,6.7,0.31,0.3,2.1,0.038,18,130,0.9928,3.36,0.63,10.6,6,white,Frank,12/25/2021,Argentina,89.9,3,9/4/2007,407
2284,6.2,0.36,0.26,13.2,0.051,54,201,0.9976,3.25,0.46,9,5,white,Frank,3/19/2020,Australia,76.44,28,9/29/2002,408
2302,6.4,0.33,0.28,1.1,0.038,30,110,0.9917,3.12,0.42,10.5,6,white,Frank,5/14/2022,Argentina,70.64,84,7/1/2011,409
2306,7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2,6,white,Frank,5/5/2021,France,46.93,70,5/6/2002,410
2308,6.2,0.47,0.21,1,0.044,13,98,0.99345,3.14,0.46,9.2,5,white,Frank,2/25/2020,Argentina,93.01,37,3/23/2007,411
2311,8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6,white,Frank,1/8/2021,France,96.91,29,12/8/2008,412
2327,6.4,0.16,0.31,5.3,0.043,42,157,0.99455,3.35,0.47,10.5,5,white,Frank,1/18/2022,Australia,37.01,2,12/22/2018,413
2330,6.2,0.25,0.48,10,0.044,78,240,0.99655,3.25,0.47,9.5,6,white,Frank,10/20/2021,Italy,38.76,54,2/2/2001,414
2336,6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,5,white,Frank,5/30/2021,Australia,33.49,96,2/23/2000,415
2340,5.8,0.2,0.3,1.5,0.031,21,57,0.99115,3.44,0.55,11,6,white,Frank,11/4/2020,Argentina,36.32,100,5/13/2006,416
